Country Name,Series Name,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Sudan,GDP (current US$),17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,68125631150.2939,72065940085.772,82151588418.8325,97156119150,95584380032.2061,0
Suriname,GDP (current US$),1271196078.43137,1484092538.40527,1793754804.70037,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4826587057.68724,3278425328.32418,0
Swaziland,GDP (current US$),2197612701.09852,2770082791.50412,3178126491.90949,3291353835.93,3469363996.36642,3294093485.20796,3580417066.92472,4438778424.30203,4820499924.2539,4823831656.51644,4560713073.91948,4377293816.28535,4020275298.02726,3720649374.57512,0
Sweden,GDP (current US$),331108912605.271,381705425301.746,389042298376.845,420032121655.688,487816328342.309,513965650650.119,429657033107.737,488377689564.921,563109663291.177,543880647757.404,578742001487.571,573817719109.402,497918109302.399,514459972806.171,0
Switzerland,GDP (current US$),352914820747.011,394163688620.828,408689353999.357,430921192375.179,479913034321.893,554363487120.303,541506500413.565,583782977866.405,699579638638.226,668043614122.87,688504173431.454,709182559935.301,679289166858.236,668851296244.236,0
Syrian Arab Republic,GDP (current US$),21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,0,0,0,0,0,0,0,0,0,0
Tajikistan,GDP (current US$),1554125530.8029,2076148695.50581,2312319579.02843,2830236053.84429,3719497371.09659,5161336170.46084,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8506674782.75471,9236309138.04277,7853450374.0001,6951657158.90093,0
Tanzania,GDP (current US$),11659129888.8021,12825801580.9281,16929976600.142,18610460326.5437,21501741757.484,27368386358.131,28573777052.4542,31407908612.0943,33878631649.4157,39087748240.4403,44333456244.744,48197218326.7942,45628320606.0487,47340071107.343,0
Thailand,GDP (current US$),152280653543.725,172895476152.592,189318499954.003,221758486880.313,262942650543.771,291383081231.82,281710095724.761,341105009515.333,370818747396.833,397559992407.45,420528737876.717,406521561093.357,399234547137.472,407026127310.434,0
Timor-Leste,GDP (current US$),430520879.821486,442875783.657422,466635214.111147,440024652.002975,531260864.945277,659561789.395388,785961959.409202,894400000,1053500000,1188900000,1410000000,1450600000,1606500000,1782974000,0
Togo,GDP (current US$),1673690429.61609,1937074572.08687,2115154262.03025,2202809251.31304,2523462557.38975,3163416242.05877,3163000528.8167,3172945644.5585,3756023159.96,3866617462.61854,4080929201.27925,4482880424.33988,4087628275.95594,4399995986.56477,0
Tonga,GDP (current US$),202543202.004099,229358214.792003,262176133.72543,294137737.070038,300143056.873221,349484427.609428,318166562.784677,369485198.817979,423011844.331641,472358251.224261,450686353.674011,443911052.254042,435438217.281663,401562006.229967,0
Trinidad and Tobago,GDP (current US$),11305459802.0683,13280275123.0354,15982282462.3786,18369070085.3888,21642304045.512,27870257894.2347,19175196445.7936,22157948396.2042,25433011405.3017,25694164489.2373,26436159314.5624,26175952941.9107,23559224762.4424,21894706041.2353,0
Tunisia,GDP (current US$),27453084982.5378,31183139301.4853,32273007553.5687,34378437265.2141,38908069299.204,44856586316.0458,43454935940.1614,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47587913058.8443,43156708809.1354,42062549394.7859,0
Turkey,GDP (current US$),311823003531.215,404786740091.196,501416301726.704,552486912845.642,675770112825.236,764335657318.479,644639902580.645,771876791231.838,832546270783.83,873981786532.072,950595270314.296,934167809301.667,859794177118.102,863711710426.514,0
Turkmenistan,GDP (current US$),5977440582.80171,6838351088.46688,8104355716.8784,10277598152.4249,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799628571.4286,36179885714.2857,0
Turks and Caicos Islands,GDP (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,GDP (current US$),18231078.5394643,21534931.6075894,21839098.8927071,22902861.4457831,27030374.0272781,30290219.7617849,27101076.2751521,31823518.6204366,39312016.5033522,39875750.6730172,38322359.5288666,37259689.9224806,32673277.7402149,34218878.4390841,0
Uganda,GDP (current US$),6336696288.98214,7940362799.17997,9013834373.41246,9942597779.99265,12292813603.2327,14239026629.639,18168902153.8569,20186496527.1276,20176751242.0546,23132149256.9744,24599553471.8672,27295207927.5612,27059447774.6626,24078931933.4578,0
Ukraine,GDP (current US$),50132953288.203,64883060725.7003,86142018069.3504,107753069306.931,142719009900.99,179992405832.321,117227769791.56,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93270479388.5243,0
United Arab Emirates,GDP (current US$),124346358066.712,147824370319.946,180617018379.85,222116541865.214,257916133424.098,315474615738.598,253547358747.447,289880430197.413,350908390034.037,374817974104.833,390427289203.54,403197682886.317,357949199754.935,348743265704.561,0
United Kingdom,GDP (current US$),2038395102040.82,2398555474185.28,2520701818181.82,2692612695492.18,3074359743897.56,2890564338235.29,2382825985355.97,2441173394729.62,2619700404733.37,2662085168498.93,2739818680930.19,3022827781881.39,2885570309160.86,2647898654635.24,0
United States,GDP (current US$),11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16155255000000,16691517000000,17393103000000,18120714000000,18624475000000,0
Upper middle income,GDP (current US$),5167481933006.5,6213674550938.77,7480336164014.47,8894393230290.41,11065382151621.8,13528506574524.2,13027040456100,15792230570440.2,18897054524211,20194427120059.2,21498865852640,22212201918323.9,20772440074303.6,20623856301266.3,0
Uruguay,GDP (current US$),12045631092.5353,13686329890.1191,17362857683.8545,19579457966.0538,23410572621.533,30366213095.4256,31660911290.3226,40284481661.8726,47962439293.3696,51264390121.4144,57531233350.9101,57236013077.5187,53274304214.8174,52419720713.7316,0
Uzbekistan,GDP (current US$),10128112401.4248,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,39332770928.9426,45915191189.3237,51821573338.1312,57690453460.6205,63067077178.5381,66903804142.5395,67220335569.6147,0
Vanuatu,GDP (current US$),314463144.04219,364996869.129618,394962552.336108,439376794.094041,526428309.945088,607958616.143415,610066628.693058,700804286.224354,792149700.679116,781702874.106058,801787555.861121,814954306.971033,742432131.041002,773502895.927602,0
"Venezuela, RB",GDP (current US$),83620628582.1082,112453382329.615,145510008134.75,183477522123.894,230364012575.687,315953388510.678,329787628928.472,393190682070.491,316482190800.364,381286237847.667,371006299120.244,482359318767.703,0,0,0
Vietnam,GDP (current US$),39552513316.0734,45427854693.2554,57633255618.2731,66371664817.0436,77414425532.2452,99130304099.1274,106014659770.222,115931749697.241,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,0
Virgin Islands (U.S.),GDP (current US$),3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3764000000,3624000000,3765000000,0,0
West Bank and Gaza,GDP (current US$),3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13397100000,0
World,GDP (current US$),38894058718266,43804823746956.6,47428894542015.9,51363239608528.7,57858970551966.6,63461809858683.9,60168346976208.9,65954532001568.7,73279862292629,74889946508917.8,76990857251851,79049230590610.9,74757745150689.1,75845109381590.5,0
"Yemen, Rep.",GDP (current US$),11777768086.8693,13873500887.5612,16753769531.6987,19081722875.3022,21656517484.2538,26910851361.7555,25130274124.2524,30906749533.221,32726417878.391,35393148127.2755,40415233436.1767,43228583935.0365,37733919936.2465,27317605346.0714,0
Zambia,GDP (current US$),4901839731.26571,6221077674.77871,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265556273.582,23460098339.7453,25503370699.2015,28045460442.1876,27150630607.2032,21154394545.895,21063989682.5243,0
Zimbabwe,GDP (current US$),5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8621573608.35314,10141859709.6169,12098450748.8603,14242490252.4289,15451768658.5469,15891049235.9908,16304667807.0657,16619960401.9038,0
